content,rating
到了机场又接送机服务，这个不错，不用自己操心，然后到住宿这块我要说明一下了，第一天因为太晚了也没讲，住的房间简直是我这生以来住过最差的了，房间被子枕头不干净不说，房间小的可怜，然后洗发水沐浴露也没有，洗了头吹风机也没有，卫生间就是三四个牙具，浴巾，花洒还是坏的，也不干净，想要整理东西的空间都很小很小，由于第一晚住的很晚第二天七点就得起来八点五十集合也没来得及讲，第二天依旧住的这惨不忍睹的房间，住就住吧，晚上回来房间也没整理，走的啥样回来还是啥样，也没人打扫整理下子，实在看不下去了，就到前台说了下，第三天给换了房间，妈呀，这差距太大了，实在是太不一样了，两个大小不说，环境根本不一样，还有浴缸，不过与刚下水有问题，洗澡很不方便，一下子房间就觉得很舒畅了，我想问问为什么差距这么大？谁能给我个说法？我觉的厦门两天也就够了，第一天导游带我们去的鼓浪屿，很热很累，不过鼓浪屿的东西便宜还好吃，要想买东西的在岛上买好了，中山路东西贵还不怎么好，曾厝安也就一般般就几条小巷子，也还是那些吃的而已，看看热闹吧，环岛路到傍晚时候租个电动车合适，很舒服，可以到海边吹吹风，小孩子要注意安全，厦门大学其实从炮台那对面就可以进去，不过也是限人的，想要看芙蓉隧道就沿着马路走上去左转然后右转就看到了，我当时去从普陀寺那边，走错了路，走多了冤枉路。普陀寺爬上去真心累，热，到现在我还叫疼着呢。不过爬上去风景的确不错。,差评
要客户购买的时候殷勤的不得了，行程订好没啥事情大家都客客气气，出了问题好了来事了。作为我来讲出去玩就是开开心心的，天气原因延迟或取消我知道不是你们的问题，但是我既然是是通过你们来订票的，我第一时间肯定找你们的。但是每次电话过去都是不同的客服，每次都是这个部门转那个部门，每打过去一通电话给我的回答都是不同的，要么就是让我等，半小时后回电话，半小时后不回我又要打过去，来来回回从上午十点半到下午5点也没给个准确答复。你们客服不是应该第一次碰到这种问题，照理来说应该提供对我们游客最有利的方案，总之一句话，售后太差。好在导游小何还是不错的，推荐的地方吃的都不错，给个👍,差评
第一次同程游感觉很不好，第一天飞机晚点到夜里1.20下飞机 打电话给接机的 告诉我们要2.30接 我们2大2小**等1小时10分钟，我打400电话都是电脑语音根本不是24小时解决问题。还有就是我同程游有国内游满2500减50的活动，为什么不给我减，商家没有诚信。还有2个成人立减100元也不给我减还是我自己提出来才答应减，我到现在还没看 不知道可退回了。回来的时候约好7.20送我们到机场 结果到点没来 ，我打电话问他才说没车叫我们自己打车去车费给报销，确实报销了。同程游网站给我感觉就是坑。,差评
没来厦门想来，一来后悔的要**，第一天行程去漳州云水瑶在大巴士车上来回就十个小时，座了那么久就是去看个破楼，第二天行程鼓浪屿台风来了封航不能去，去别的地方看了下也就一般，第三天又是台风鼓浪屿又不能去，就去美食一条街吃了西安东西后来就自由活动了，第四天回来了，真的很差劲，下次贴我钱也不来了。,差评
第一天得导游姓张也不是很好，第二天的行程云水谣不是很好，导游很差，没有讲解，就是自由活动的，还要我们买茶叶的，早上6点天气很冷的，没有带以服务的，导游让我们等，我们都感冒了，没有给我们来电告知等车，也没有说抱歉的，服务态度很差的。最后一天的杨丽导游很好的，真的很赞的，很负责的，讲解的也很好，很照顾我们的。接机名单没有我名字，我们就到处找就没有人接站，我自己找出来自己的名单的，服务态度很差的。宾馆带我们开远，让我们自己走回去，总之游玩的不是很开心的。,差评
凯斯酒店硬件设施极差，换房多次，旅游心情极受影响，反应给客服，客服多次没有解决，一共住宿四晚，两晚出问题，想让客服解决，最后只是两个人一共补偿了一百元，说要打电话举报，客服还说什么举报也没有总，他们就是管举报这类的，旅游景点除了前两天可圈可点，最后一天景点比较无聊，希望改进，五天的旅游时间很不紧凑，厦门大学也没有进去看到，价格还依然是这么多，说好的五天其实正在游玩的只有三天，第一天和最后一天就是坐飞机，感觉很心累。总体来说不满意，以上所说的客服并不是给我们安排房间的导游，而且什么客服领导！建议大家还是谨慎选择,差评
首先，对同程海口店的服务我给满分，但不得不说这次出游体验很差！点评本次厦门之行：1，接人车不准时，第一天早上违约二小时，第三天迟到30分钟，第四天把我们甩下，车开走了。2，部分接待人员态度不好，素质差，耍态度，不友善，拒绝电话。3，部分导游工作不耐心，态度生硬。4，本次之行印象：很遭糕！很差！不想再到厦门了！地接工作太不尽责任，请改进！,差评
去之前已经发布台风警告。不给退。最差劲的一次旅程。,差评
一言难尽！住宿的酒店厦门-时代雅居酒店.噪音太糙杂，部分服务人员服务意识太差，第一晚根本没睡，去云水谣的大巴车，组织混乱，因有晕车反应，让导游协调下位子，根本不理你这茬儿。第二晚换了个房间，噪声依旧。导致后来的两天根本没精神去玩了.....白天睡醒后自己掏银子租车在岛内转了转。这样的团以后参加前还要思考一下......,差评
我给父母定制的，里面的温泉去哪了，父母是憨人，回到家被问起才说，你白给我们带泳衣了，没有温泉活动，导游讲解一般，没有太深刻记忆的。,差评
这是我首次订购国內游，服务实在太差了。订好以后没有及时打电话给我，到了厦门机场，又没有电话通知我谁来接机，福联饭店的环境和早餐也太差了，第一天导游和车是这个，第二天又改成另外一个导游和车，真的无语了，后来又说回程机票取消了，我也醉了，只能自己订回程票，下次不会再相信同程了，让人太失望了，希望大家引以为戒。,差评
这次住得太差了，是不是因为我是一个人旅行补了差价房800多元，住的房间太差，早饭就只有一个白馒头，一个水煮蛋，在入住时还说只有5星才有空调！接机的车也特别差，是破的不能在破的小面包车。,差评
酒店中规中矩。导游以高价倒卖景点的交趾陶给游客，客服未按照旅游协议安排送机服务，导致送机由我们乘客自费打车去机场，而且送机客服和司机态度恶劣，是一次很差的旅游体验，差！！！,差评
这次的行程很不爽，由于你们的工作失误导致我旅行途中的不愉快，给个差评！！！,差评
住的地方环境太差了，有好多跳蚤，和儿子两个人身上被跳蚤咬的全是疙瘩，痒的要**，回来两天了依然没有好，而且去前台反应的时候，也有别的旅客遇到这样的事情，真是坏了旅游的心情，小孩被咬的晚上不敢睡觉，一夜过来就被跳蚤咬了20几个疙瘩，特别差评，差评差评……这酒店也太不干净了……自己带的清凉油一盒都用掉了也不见好转，还有酒店浴室特别小设计一点不合理，洗澡的时候还要用手拿着花洒才能洗，不然距离太短水都冲不到身上，总之这个酒店就一个交通算比较方便，其它的没有一点好，住的太不愉快了。,差评
导游小池和陈少彬都很好，待人和蔼可亲，同程服务简直差的不能再差，以后旅游不会再考虑同程,差评
怀着好心情去厦门，好不容易到了订的酒店，结果酒店的工作人员告诉我因为国家的规定，我订的酒店出现了一点问题不能直接入住，厦门那边是14号接到通知，我的出行时间是16号，有两天的时间，为什么不通知我？等到我人到了酒店大堂，带着满身的疲惫，本来想进房间休息一下的，结果告诉我不能入住。如果要住的话我要再定一个房间。和同程的打电话协商，给我的答复比较多的都是不好意思我没有这个权限，像皮球一样踢来踢去。知道这个心情是多么糟糕吗？等到好不容易解决了厦门岛内的住宿问题的时候，鼓浪屿那边的同程专员更可笑，他跟我说给我两个方案第一个方案让我交七百多块钱再定一个房间，第二个方案就是把我订的房间钱退给我我自己订房间去，还告诉我这个是国家规定哪怕我告到旅游局都没有办法的。可是我想问我出行前一天有一个孩子生病了我想取消我的订单，当时同程专员跟我说取消订单就等于退单重新订损失在2000以上，他建议我如果没什么大问题的话不要取消行程。好吧！我听从了他的建议到了厦门再被告知无法入住酒店。事先为什么没有通知我，你们的同程这样的做法就没有违反规定吗？消费者最起码的知情权都没有吗？出了问题以后不帮着消费者解决反而是希望通过消费者用钱来解决问题，这样的做法合理吗？,差评
接机师傅态度很差，都不讲清楚哪里等让我们找，还说什么你们自己不会看吗？拜托第一次来，知道还用得着接吗！郁闷**了！,差评
明明告知了我们是几大几小的，给订的车票位置相差很远，还有两个车厢的。要我们怎么看小孩子。我觉得不负责任。非常失望,差评
我这次旅行，给我的感受就是，同程是挂羊头卖狗肉，以次充好！我为什么这么说呢！大家听我细细说我来，我报的是五钻的行程，结果，到厦门之后，给我安排4钻的队伍去了！第一件事，第二天去鼓浪屿。我6点拖老带小的（有一位60岁的老太和一位11岁、3岁的女儿）在酒店门口等4钻的队友，我是住岛上的，其他驴友是当天要返回厦门市区，所以，必须要起早赶路。要不然，时间来不及！因为早起，导致我3岁的女儿睡眠不足，游玩岛的时候，太累了！睡着了，所以，有些地方我都不好欣赏游玩，还有我们住五星级酒店的，2位140元一位的早餐，变成了2个小苹果和6个跟3岁小女孩手心差不多大的面包！你说这么少早餐我们吃得饱吗？吃越不好，精神状态又不好，你们说老人和小孩还能有精力玩吗？第二事：也就是第三天从岛上返回市区景点，因为只有我们一家住在岛上，所以，我必须自己拖老带小和拖着行李，到码头排队买票乘船回市区，然后，打的去景点汇回！而且结果我们先到，（我们是跟据导游提供的时间表来的）导致我和老人、小孩在酷酷的烈日下足足等了二十分钟。因为长时间在烈日下晒，导致我婆婆和女儿无精力游玩景点！她们找了个凉快的地方等我们游玩回来！因为有老人和小孩，所以，我才花了价钱找一个比较轻松的路线。结果事与愿违！想让老人和小孩有一个轻松愉快的行程，结果让她们受苦了！还不如自由行！钱又少，吃得好，住的好，玩得好！况且，我向同程的人反映情况，一直应付我，5天了没有给我一个解释！我在此建议各位想报同程的朋友们，换一家，或者自由行，都比同程舒服！而且还吃得好，玩得好，住得好！太让我失望了！,差评
我可以说非常非常差么 我们报的三日游 第一天没行程 第二天说是七点四十出发 结果拖拖拉拉只到8点20分才从第一个酒店出发 绕道到第二个 第三个 第四个酒店接人 拼团出发 直到接完全部的人 到了码头再坐船出发已经10点半了，到了鼓浪屿匆匆走一圈 还包含吃饭自由活动一个半小时 下午四点就算结束一天行程了 第三天此刻已经九点多了 第一个酒店的人还没来 前一天就跟导游说应该早点出发 导游不回短信 不予回答 还要再去第二个酒店 第三个酒店接人 ，需要补充的是第四个酒店还住在鼓浪屿上 请问几点才能到达景点？？？我到厦门是来酒店一直等人的么？？？这样的拼团行实在不敢恭维，这跟80岁的老年人夕阳红有什么差别？？？ 真地对同程太过失望了。。。让人失望到了极点 两人4500多的三日行除了住的还行包含酒店的两个早餐以外，其他吃的都自己解决，真心没体会到同程的低价高品质。。。,差评
我本来很相信这次旅行，平台挣钱理解，安排晚上的飞机也理解，你安排晚上飞机你就安排晚上接机啊，夜里到机场老两口等了一两个小时打所有接机的人都没人接电话，最后紧急联系人说把这一单搞忘了，你吃饭忘没？什么乱七八糟的评价都是吹牛的！别再相信这些破东西！态度每一个好的，你们是上帝啊，讲话那么硬气！还有行程，你就说四天就是了，非要凑五天，第一天夜里三点老两口到宾馆，忙忙弄弄四点睡，早上五点半起！最后一天没人问，就自己个等飞机，夜里九点多晚点到12点！这个不怪你们，你好歹上午安排老两口转转啊！以后还是自由，唯一一次相信也是最后一次相信你们！欺骗性也太大了！,差评
说是四天其实只有两天第一天10点多的飞机足足拖了两小时叫我们提前两小时到机场，就在机场等了四个小时第一天算是结束了，第二天去鼓浪屿坐船排队一小时，还遇到下雨，传说中的鼓浪屿没有任何可以玩的地方，不知道为什么要安排我们住在岛上，我以为第二天还在岛上玩结果导游发信息说第二天一大早要我们自己步行很多路自己买船票再回到厦门市区，大人还好可我还有两个孩子，本来第一天就走的很累，孩子早上起不来，还要自己走路而且没有早饭吃，宾馆的早点90一位，可惜吃不起这么贵的就没吃，这只能怪自己消费能力有问题，岛上的菜不是一般的贵一盘土豆丝35.好吧吃吧大人可以凑合孩子不行啊只能吃，第二天去了一个小庙总共给了半个小时的时间让我们自己去逛，下午就去坐帆船150一个就在海上漂了一会据说能看到台湾的大金门可惜我视力不好什么也没看到，就看到满海的帆船在那飘着，坐完船就去沙滩玩，导游只给半小时时间而且还不把我们送到沙滩那里半路下车自己走过去，我想问一下沙滩玩半小时能玩什么还要去掉来回走路的20分钟，我就是带孩子去看一下海就立马回头吗？说好的送的沙滩玩具也没有问了几次都是敷衍我只好自己买，旅游区的东西大家都知道的价格出奇的贵，某宝卖十几块的沙滩铲在那里我两个孩子我花了120，我们错过时间没坐上车导游叫我们自己打车回去他报销，我想也好的我们就多玩一会吧，结果说好的报销的呢没了踪影，就这样一天又过去了，到了晚上导游发信息说第二天10.30有人接我们去机场，结果飞机又晚点了又等了两小时，真是心塞，这就是我两个大人带两个孩子花了九千多的厦门之旅，导游跟我们讲我们花的钱都在飞机和住宿上，我们所有玩的门票加起来没有超过100块，厦门还是有很多好玩的地方根本没带我们去，我想问一下为什么我报名的时候不说清楚难道我去旅游是为了贪图享受住五星级酒店的吗，何况你也只给我们住了传说中的五星级，对于这四天的行程我只能用失望两个字表达，我对厦门这个城市没有失望，我对同程很失望，你们就是这样坑顾客的，当然我是第一次在你们那里出行也是最后一次,差评
一塌糊涂的旅行！第一天出发飞机延误！早上10点左右的飞机等到下午3点才飞！最后一天回上海的飞机现在又说取消航班！打电话来说改签最后又说不行！我只能说这是个非常差劲的旅途！耽误大人小孩上班上学的时间！只说退款让自己买机票，机票重新买的差价也是说稍微补一点！换机票我还要换机场，原本回家只需要半个小时换了机场就需要2个半小时到家都已经凌晨了！协商说报销回家车费也不肯，客服人员还很厉害的说就算你打消费者协议电话也没用！同程旅途我以后再也不想选择！不肯解决问题还服务态度超级差！,差评
酒店，根本不是五星酒店，游泳池都不能用。说是同程专线，根本不是的，都是跟人家拼团的 ，人数太多了，导游服务也服务不上来。这个行程真的很不满意,差评
满意的地方也就只有住宿了，先说行程，安排的极不合理，是和别的三日游、四日游拼团的，由此导致各个景点游玩时间被压缩，土楼云水谣直接让我们跟了个好几十人的大团，导游都省了，第四天只玩了一上午就被送回来酒店，因为导游跟车子有去送境外两个四日游的叔叔阿姨，以及后加进来的一家三日游的游客，因为他们的行程圆满结束了，而我的五日游也跟着到此为止了，不知道我们为什么要多花了一晚五星酒店住宿，难道就是为了来住酒店的，投诉之后得到了150的补偿，说是我已经消费了，没法退住宿费，我也只能呵呵，这样的服务，失望！,差评
对厦门的好印象凭一次出游就全毁了。<br>地接社非常不靠谱，调度安排不好，我们是到达当地组团，前一天晚上经常等到九十点钟才有导游联系，第一天等到凌晨12点都没有给出明确的集合时间、地点，原本出发前出团通知写的7：30出发，愣是到9点多都没出厦门市区。车辆安排上也有问题，要不就是没安排接送，最后一天送还安排重复了，我都上飞机了，还有司机联系我说到酒店接我，总之体验不好。<br>我为了今后出游还加入了百旅会，但是第一次体验就非常差，虽然也知道跟同程关系不大，但跟这种地接社合作容易砸招牌啊。,差评
这次出行唯一满意的地方只有当地的导游， 还是很热情的，最不满意的就是唐山同程实体店里的唐怡，一点也不负责任，骗我们说我们每天可以住当地不同特色的酒店，可以住在鼓浪屿一晚，最后一天升级五星级酒店，我们冲着她说的几点才报的他们的团，结果全是骗人的，五天全是一家三星级的酒店，毫无当地特色。打了好几次电话，**也发了，都说马上给解决，结果我们都旅行完了，这件事还是石沉大海，音信全无，哪怕一个赔礼道歉都没有，我们十分气愤。就不是开始催着我们去你们那里交钱时候那么积极了，一个电话又一个电话催我们去交钱，说晚了就定不上了，交了钱他们就啥也不管了。同程聘用这样的人也是服了，就没有监管部门管管吗？再说我们刚下飞机，没有所谓的接机，打电话才知道，他们把我们去回的飞机完全搞错，我们在飞机场苦苦等待很久司机才来。司机人不错，是吃着饭听我们说放下碗筷来的，可是同程的负责人你们真的很不负责，连旅客的行程都弄错？发给司机错误的接机行程。同样，这件事反映完了，回程时候，司机仍然收到的是我们错的行程。我们真是哎呦我去又呵呵了。,差评
不说了，简直差到极点了？,差评
选择的是半自由行，到景点都有车接送，非常方便，住宿的宾馆条件都不错，导游李兰婷服务也很好，这次旅游非常愉快。,差评
土楼的餐简直是潲水，一个人带着4岁的孩子出来旅游，大人水土不服，上吐下泻。希望回程的航班可以改签提前一天飞回重庆，可是在酒店躺了24小时，打同程电话，紧急联系人的电话，航空公司的电话，一个推卸一个，根本不解决，航空公司只是说要找同程的总部代理机票那里才能改签，同程却说，找航空公司改签。根本不管我们母女俩**活。当然，庆幸这次水土不服没有生命危险，永远不会在同程上跟团定机票这些了，售后太差，差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差,差评
同事8人出游，有一组家庭，第一天到酒店，告知安排四间大床房，18岁的女儿要跟爸爸睡一个被窝、同事间两两要睡在一起……马上联系导游说明情况，被告知：房间已经定了没办法更改，满口的不在乎。整个行程每天都在联系导游才能得到第二天的行程安排，其中有一天，直到凌晨才短信通知第二天的集合时间、地点，行程里含早餐的两天，因要早起到集合地，来不及吃饭，也没有导游安排酒店打包早饭，造成大人孩子饿着玩了半天，跟团无数，从没这么凌乱过。,差评
同事8人出游，有一组家庭，第一天到酒店，告知安排四间大床房，18岁的女儿要跟爸爸睡一个被窝、同事间两两要睡在一起……马上联系导游说明情况，被告知：房间已经定了没办法更改，满口的不在乎。整个行程每天都在联系导游才能得到第二天的行程安排，其中有一天，直到凌晨才短信通知第二天的集合时间、地点，行程里含早餐的两天，因要早起到集合地，来不及吃饭，也没有导游安排酒店打包早饭，造成大人孩子饿着玩了半天，跟团无数，从没这么凌乱过。,差评
武夷山导游随意更改行程！,差评
不满意,差评
行程的安排不是很合理，走在任何地方都是自己联系的其他人，从无锡到武夷山都没有人联系，到了没有接机。同程的服务一般，衔接不够及时，都联系不上，没有人和我主动联系过，都找不到人，服务很一般。行程中安排了两天的时间自由活动，早餐提供的很晚，出发比较早，吃的团餐一般。住宿环境很好，环境和服务很到位。导游的服务还不错，景点的讲解很到位。,差评
是一次很不愉快的旅行，给我们一家留下非常深刻的印象就是再也不能相信同程这个专业的团体，因为我是不专业的个体，所以就想选择一个专业的团队，能为我们想到我们想不到的一切。结果去的第一天就让我们在机场等了四十分钟才有人送我们去客栈，回来让我们一家三口（有一个小孩）在机场等了一个晚上（从傍晚的五点半在厦门机场一直等到第二天的早上六点才到常州机场）本来7.:40起飞但一直到9:40让我们登机上飞机以后一直到11:30都没起飞，最后又让我们下飞机在候机室等，也不说是不是取消航班更不告诉我们什么时候起飞，直到凌晨一点四十又让我们去酒店，提提行李到酒店是2:10.刚办完入住，三点又让通知我们登机了，我们一家带着儿子就这样来来回回折腾了一个晚上。中间打过400电话是电脑💻接听，我就联系厦门紧急联系人，她和我说机票是同程网定的，她没办法帮我处理，就让我把单号，姓名发给她就没下文了，一直到我第二天下午两三点我投诉她们才有客服联系我，可到现在都没有一个人告诉我处理结果，,差评
同程服务差――就是解决机票问题，我们是团体游，因为在机场出现旅客名字错误，之前也网上再三与他们核对过，导致一人不能上飞机，当时只需要他们同程一个买飞机票人的手机号就可以让上飞机！结果我们一直打他们同程电话，打了几百个以上，没有一个人接，最后迫不得已，花靠900元买了票上机！<br>到中午打通电话，有个别服务人态度差，一再挂电话，不处理此事。。。。。。。。。中间打了无数电话，最后才把回去机票更改好！<br>但是去时的机票问题 还是没解决，一直也不主动联系我们！<br>所以，同程，服务态度差，服务效率更是慢！,差评
住宿条件太差了。别人4天才3000，块钱。我们3天就3600。虽然地方不一样，但是距离都差不多。飞机还要导在阜阳。。哎，我都够了。。以后不会在这订了。,差评
住宿条件不好，其他还算满意。,差评
2人3100鼓浪屿走一天晒一天，很没有意思而且房间安排的很不到位，人都到酒店了房间还查不到。很**很后悔希望大家不要去。还是自驾游还便宜。反正这次玩的很不开心很没有意思。花了冤枉钱。大家还是选择**网。,差评
我从来不会给差评，就连淘宝买东西都是好评，中评，真的是太差劲，我们第一天去的时候没有人告诉我们是自己去取机票，害得我自己打电话去问，到了厦门机场接机的人就在那里写什么，根本就没有迎接我们，而且把他那个标示着棋子放在一边根本不打眼，又是我们打电话自己去问，第二天的行程云水谣，我们带了两个小孩儿要补45元，我们给了导游100元钱，导游就不理不问的，又不找我们钱，都是回城的时候我们找导游问，她才把那十元补给我们，而且还说刚才没有零钱，为什么我们一问就有零钱补我们了呢？第三天的行程是胡里山炮台和鼓浪屿，胡里山炮台，根本就没有带我们去就直接去了鼓浪屿，鼓浪屿的行程都是很快就结束了，而且还有一个景点根本就没有带我们去，第四天更气，我们还有几个旅游景点都没有去成，一个是厦门大学，还有南普陀寺，还有环岛骑车从鼓浪屿回来就叫我们去赶飞机，导游还说如果我们去了就赶不上飞机，就叫我们在一个酒店等司机来接我们，说的是十点二十分来接，我九点半就开始打接机师傅的电话，可是电话一直在通话中，一直到十一点都没有人来接，同程旅游的服务人员，还叫我自己去打的到机场后来我都有点发火了才打的紧急电话，然后才派了一个人来接我们，然后我告诉同程的人我们都有几个景点没去，<br>才说退我们100元，后来我们朋友不同意才一个人退了，我们150元，反正是差劲到底再也不去参加同程旅游了，那些评了好评估计是要返奖金才好评的，我的也发了来叫我好评，我才不会好评，不会因为一点钱出卖良心，让那些没有去过同程旅游的人又上当受骗。,差评
这次的行程真的是很不满意，第一天我们因为自己的原因错过了航班，同程帮我们调到了第二天早上，到了那边导游换来换去，到后面两天直接把我跟女儿两个人扔下了，让我们自己联系酒店自己联系吃饭的地方，我们自己找地方去玩，人生地不熟的我们哪里找得到，去鼓浪屿玩也是我们自己上的岛，在鼓浪屿上面的住宿我们找了半小时没找到，还是后来打的鼓浪屿酒店的老板电话人家才来接的，导游真的是很不负责人，整个行程真的一点都不开心。,差评
同程旅游大差了，以后在也不去同程旅游了。,差评
参加最**的一个团别的不多说已经投诉客服也没见有人打电话联系,差评
这条路线的安排负责人和旅游团队真的是非常恶心！四天三夜的旅游，其中两天是由导游带队的，结果因为台风关系，把鼓浪屿行程给我取消也就算了，我没有意见。但是你导游就给我带一天队，说让我后面一天自己安排活动！只给我退个鼓浪屿行程的门票钱，真的是太恶心了！把我和散客拼在一起，人家是鼓浪屿一日游去不了换成我套餐路面的路线，故意在车上叫我名字叫了好几次说退费有没有问题（意思我难搞，让全车人知道）（和我一起飞机来的，人家也是报团的，鼓浪屿去不了人家换成别的路线旅游）找相关的负责人各种推卸责任，谁也不给我方案！三个晚上的酒店给我换来换去，我第三天四点多行李搬到酒店这，竟然没有我的入住信息，找他们处理结果，结果让我等了半个多小时！真不知道这是什么团队！希望大家擦亮眼睛！我选择跟团旅游钱花了却还是自由行！真是呵呵！希望同程旅游管理好自己平台下的路线，这些人一点都不负责任，人也见不着**也不知道是谁家的，出了问题只能电话联系，根本解决不了任何问题！还有为什么钱要先付完，我不满意行程，为什么不能像淘宝一样，旅行完再确认付款？这样只会让无良商家拿到钱就什么也不管，伤害消费者！！！！！！,差评
总体来讲，这次的旅行不是去休闲娱乐的，而是去让自己找不愉快的，4天的行程，每天都在打投诉电话，关键是投诉了解决问题的速度和衔接性太差，因为接投诉电话，差点找不到小孩（旅游区人多），无论住宿、行程、导游等，整个的服务太有损同程旅游的企业形象了，当初选择同程，加入会=会员，就是看重服务，但实际上，特别是这次邀请朋友一起出游（出游前还告诉朋友同程服务会怎么怎么好，结果呢？）朋友比我更惨。总之一句话，非常不满意，对于前期的投诉，旅游结束也有几天了，未接到任何电话，很是无语，这就是解决问题的态度。总感觉一种上当受骗的感觉,差评
选择在暑假去厦门本来就是想放松一下，但是没想到厦门的天气真的很热，在厦门的最后一二天因为台风还好要凉快点，对于在同程报的这次出行，总的来说不太满意，没有预想的放松的效果，首先是对于工作人员，出发前一天都还没有通知到关于住宿的安排，都还是我去询问的时候才得知。到了厦门，接机为面包车，空调效果是真的差，全程汗蒸，送到了所在酒店，差不多20多分钟酒店前台告知我们当天没有在他们酒店入住（工作人员告知说我们在厦门市区都是这个酒店，当时**询问工作人员，没有答复。）好在前台联系了谁，说会安排司机来接我们去我们的酒店，上午11点到厦门，下午2点过才安排好住宿（酒店离机场不远），晚上导游按时电话通知集合时间和地点。不啰嗦了，其次是导游，厦门天气很热，导游也很辛苦，不满意的是导游的兼顾问题，这也是不满意本次团的所在，团很乱，几乎大多数人的行程都不是一样的，所以你所要做的只有2个决定，一是这个景点你没有，选择购买门票进去随有这个行程的人参观，二是在集合地点等待有行程的人参观完毕，这样非常浪费时间也浪费精力和金钱，这样行程也十分的紧张，导游（至今导游没有自我介绍过，所以并不知道导游姓什么）导游在行程中发挥的作用也就只有买票和联系交通以及规划行程，景点讲解什么的就想都别想了，正是因为成团很乱，导游就很累，对待服务也就不是很精致，整个服务比较敷衍和浮躁，对于行程也是少服多，行程能省就省，有这个行程也让你自己想想放弃它，报团是没注意看有赠送鼓浪屿耳麦租赁费用，导游也没有提醒说我们有，这个费用也仍然是交了的，团内行程参差不齐这是一个很大的问题！然后，天气炎热，全团人到鼓浪屿没休止的从内厝澳码头步行到龙头路，步行很累，休息的时间也很少，团内很多人都体力不支，到了龙头路，导游强力推荐在某家餐厅吃饭，我们太累了，也就在那儿吃了，下午仍然是步行，在李家庄伴手礼体验馆（导游让在那里面参观休息），也就是相当于一个特产店，导游也同售货员一起推销产品，鼓浪屿一天行程计步器记录有13公里，太阳很大，容易中暑，导游也没有任何的关心之内的。第三天的行程几乎就是浪费了，因为第二天在鼓浪屿住宿，第三天导游在码头接我们（这一点需要值得肯定，导游很准时）接到后到了厦门，导游让我们往一个方向走，回头人就不在了，也没有告诉我们人**了，我们就在炎热下等待，等待时间大概有半个多小时，由于字数规定我多的就发成图片好了!,差评
六月初订的行程，当时是在网上看过后留下的电话，第二天客服联系，说机票不多了，赶紧订，心想毕竟大公司，应该不会有事，之后有不懂地方问客服，问了一个问题，两天以后才回答我！又有问题问客服，问送的星巴克的咖啡什么时候给，客服回答到厦门后当地导游会给我，我等了几天，我明天就回家了，我没有看到赠送的星巴克，请问当初说送的星巴克在哪里？飞机晚半个小时到达，到酒店时已经一点多，和酒店前台沟通房间时有出入，酒店前台让我和客服核实后在开房间，好，我找客服，客服半个小时以后才回我信息，大姐，一点多钟了，我们一家三口没有吃中饭站在大堂等你回话，过半个多小时才回信息，你让我怎么给你好评！女儿12周岁，个子160，客服当时说按照成人来收费，我说可以，结果来酒店说是双人间里加一张床，那当时付钱的时候怎么不说我只要付加床的钱就可以了呢？关于入住，两间房，第一天大床房，然后第二天和我联系说大床房被预定了，问我是否介意换一间房，心想反正都在一个酒店，住在哪一个房间不要紧，结果今天前台又给我打电话，说**只给我订到今天，今天必须退房，而且房间已经让别人入住了，请问我是来住酒店的还是每天来换房间玩的？,差评
真的很后悔这次行程一个字就是太差劲了，跟团游，第二天去南普陀，只给参观了一个小时，然后帆船也没安排坐上，去鼓浪屿什么景点都没带我们去过，接着形成说好参观厦门大学也没带我们去参观接着不要说了我回来的时候说好师傅送机去机场结果师傅临时给我打电话说来不了叫我自己去做然后我差点误了机接不了机任何赔偿都没有给我，太**的**了，我决定去法院起诉这个**，假如同程不给我一个合理的解释的话，同程我会投诉你们的,差评
第一天下飞机等了一个小时才接到我们，而且司机也到了就是等别的旅客，等了都一个小时。接到以后就绕路送游客，我们8点55的飞机到，等到回酒店的时候都快11点了！第二天去鼓浪屿更扯淡，导游提前联系我说早晨7点30不到就出发，我们俩人全程守时，吐槽没素质的游客，只考虑自己，一会这个坐车晚，一会那个走丢了，导游协调能力差，光浪费时间等人，点名。上岛已经11点了，导游一个劲赶时间，净说些没有用的，都是为了卖东西呀做铺垫。说实话啥也没看到，就是到新四海购物，吃饭也就一个小时。,差评
